"ID_EMPRESA";"NEMO";"NAME";"CATEGORY";"PRECIO_ULT"
"EXT317";"TECH";"Bio-Techne";"EXTANJERA";67,629997253418
"EXT318";"CLX";"Clorox";"EXTANJERA";112,870002746582
"EXT319";"ADSK";"Autodesk Inc.";"EXTANJERA";272,339996337891
"EXT320";"TROW";"T. Rowe Price";"EXTANJERA";106,089996337891
"EXT321";"HSIC";"Henry Schein";"EXTANJERA";77,5899963378906
"EXT322";"CHTR";"Charter Communications";"EXTANJERA";193,789993286133
"EXT323";"RHI";"Robert Half";"EXTANJERA";28,3299999237061
"EXT324";"BIIB";"Biogen Inc.";"EXTANJERA";173,119995117188
"EXT325";"PNR";"Pentair";"EXTANJERA";108,019996643066
"EXT326";"IQV";"IQVIA";"EXTANJERA";239,429992675781
"EXT327";"DE";"Deere & Company";"EXTANJERA";516,539978027344
"EXT328";"CHRW";"C.H. Robinson";"EXTANJERA";178,110000610352
"EXT329";"STLD";"Steel Dynamics";"EXTANJERA";173,320007324219
"EXT330";"ARE";"Alexandria Real Estate";"EXTANJERA";57,1599998474121
"EXT331";"SJM";"J.M. Smucker";"EXTANJERA";103,699996948242
"EXT332";"TRMB";"Trimble";"EXTANJERA";71,379997253418
"EXT333";"APD";"Air Products and Chemicals";"EXTANJERA";262,619995117188
"EXT334";"VRTX";"Vertex Pharmaceuticals";"EXTANJERA";476,839996337891
"EXT335";"TRV";"Travelers Companies";"EXTANJERA";281,709991455078
"EXT336";"SPGI";"S&P Global";"EXTANJERA";535,22998046875
"EXT337";"AWK";"American Water Works";"EXTANJERA";130,740005493164
"EXT338";"HCA";"HCA Healthcare";"EXTANJERA";472,380004882812
"EXT339";"XYL";"Xylem";"EXTANJERA";143,350006103516
"EXT340";"NSC";"Norfolk Southern";"EXTANJERA";288,260009765625
"EXT341";"DRI";"Darden Restaurants";"EXTANJERA";196,429992675781
"EXT342";"LMT";"Lockheed Martin";"EXTANJERA";581,659973144531
"EXT343";"NTRS";"Northern Trust";"EXTANJERA";149,649993896484
"EXT344";"TXT";"Textron";"EXTANJERA";94,6399993896484
"EXT345";"TT";"Trane Technologies";"EXTANJERA";394,160003662109
"EXT346";"SNPS";"Synopsys";"EXTANJERA";503,010009765625
"EXT347";"EXPD";"Expeditors International";"EXTANJERA";158,839996337891
"EXT348";"DTE";"DTE Energy";"EXTANJERA";135,529998779297
"EXT349";"EMN";"Eastman Chemical";"EXTANJERA";68,8899993896484
"EXT350";"RSG";"Republic Services";"EXTANJERA";219,080001831055
"EXT351";"AME";"AMETEK";"EXTANJERA";219,800003051758
"EXT352";"AJG";"Arthur J. Gallagher";"EXTANJERA";255,410003662109
"EXT353";"ECL";"Ecolab";"EXTANJERA";283,670013427734
"EXT354";"PFG";"Principal Financial Group";"EXTANJERA";93
"EXT355";"AON";"Aon";"EXTANJERA";338,869995117188
"EXT356";"GD";"General Dynamics";"EXTANJERA";363,540008544922
"EXT357";"PNW";"Pinnacle West Capital";"EXTANJERA";92,9400024414062
"EXT358";"AOS";"A. O. Smith";"EXTANJERA";71,0199966430664
"EXT359";"FOX";"Fox Corporation Class B";"EXTANJERA";65,3399963378906
"EXT360";"RJF";"Raymond James Financial";"EXTANJERA";169,690002441406
"EXT361";"GPC";"Genuine Parts";"EXTANJERA";139,179992675781
"EXT362";"REG";"Regency Centers";"EXTANJERA";71,2799987792969
"EXT363";"EXR";"Extra Space Storage";"EXTANJERA";140,089996337891
"EXT364";"CDW";"CDW Corporation";"EXTANJERA";127,400001525879
"EXT365";"LHX";"L3Harris Technologies";"EXTANJERA";354,200012207031
"EXT366";"KEYS";"Keysight Technologies";"EXTANJERA";214,360000610352
"EXT367";"MTB";"M&T Bank";"EXTANJERA";214,25
"EXT368";"HESM";"Hess Midstream";"EXTANJERA";35,1300010681152
"EXT369";"PWR";"Quanta Services";"EXTANJERA";470,769989013672
"EXT370";"KLAC";"KLA Corporation";"EXTANJERA";1543,03002929688
"EXT371";"WAB";"Westinghouse Air Brake Technologies";"EXTANJERA";231,699996948242
"EXT372";"RVTY";"Revvity";"EXTANJERA";114,699996948242
"EXT373";"DOV";"Dover";"EXTANJERA";207,699996948242
"EXT374";"JBHT";"J.B. Hunt Transport Services";"EXTANJERA";205,110000610352
"EXT375";"RMD";"ResMed";"EXTANJERA";255,470001220703
"EXT376";"DGX";"Quest Diagnostics";"EXTANJERA";182,529998779297
"EXT377";"LDOS";"Leidos Holdings";"EXTANJERA";189,5
"EXT378";"EFX";"Equifax";"EXTANJERA";214,490005493164
"EXT379";"CPT";"Camden Property Trust";"EXTANJERA";108,019996643066
"EXT380";"ALGN";"Align Technology";"EXTANJERA";167,649993896484
"EXT381";"ATO";"Atmos Energy";"EXTANJERA";168,5
"EXT382";"VRSK";"Verisk Analytics";"EXTANJERA";219,740005493164
"EXT383";"GNRC";"Generac";"EXTANJERA";167,110000610352
"EXT384";"SBAC";"SBA Communications";"EXTANJERA";187,669998168945
"EXT385";"ROK";"Rockwell Automation";"EXTANJERA";420,399993896484
"EXT386";"VMC";"Vulcan Materials";"EXTANJERA";300,399993896484
"EXT387";"ALNY";"Alnylam Pharmaceuticals";"EXTANJERA";361,350006103516
"EXT388";"NOC";"Northrop Grumman";"EXTANJERA";660,969970703125
"EXT389";"CMI";"Cummins";"EXTANJERA";569,960021972656
"EXT390";"GRMN";"Garmin";"EXTANJERA";206,919998168945
"EXT391";"ALLE";"Allegion";"EXTANJERA";166,940002441406
"EXT392";"PTC";"PTC";"EXTANJERA";165,770004272461
"EXT393";"REGN";"Regeneron Pharmaceuticals";"EXTANJERA";762,650024414062
"EXT394";"CBOE";"Cboe Global Markets";"EXTANJERA";270,140014648438
"EXT395";"MAA";"Mid-America Apartment Communities";"EXTANJERA";134,960006713867
"EXT396";"ULTA";"Ulta Beauty";"EXTANJERA";661,340026855469
"EXT397";"PSA";"Public Storage";"EXTANJERA";278,75
"EXT398";"J";"Jacobs Solutions";"EXTANJERA";136,979995727539
"EXT399";"DVA";"DaVita";"EXTANJERA";107,51000213623
"EXT400";"AVB";"AvalonBay Communities";"EXTANJERA";177,770004272461
"EXT401";"MCK";"McKesson";"EXTANJERA";826,619995117188
"EXT402";"CRL";"Charles River Laboratories";"EXTANJERA";222,350006103516
"EXT403";"RL";"Ralph Lauren";"EXTANJERA";360,320007324219
"EXT404";"L";"Loews Corporation";"EXTANJERA";102,680000305176
"EXT405";"MCO";"Moody's";"EXTANJERA";525,419982910156
"EXT406";"MHK";"Mohawk Industries";"EXTANJERA";120,459999084473
"EXT407";"NWS";"News Corp Class B";"EXTANJERA";31,0100002288818
"EXT408";"VRSN";"VeriSign";"EXTANJERA";251,539993286133
"EXT409";"UHS";"Universal Health Services";"EXTANJERA";206,100006103516
"EXT410";"MOH";"Molina Healthcare";"EXTANJERA";201,050003051758
"EXT411";"PODD";"Insulet";"EXTANJERA";271,309997558594
"EXT412";"PKG";"Packaging Corporation of America";"EXTANJERA";221,830001831055
"EXT413";"PAYC";"Paycom Software";"EXTANJERA";147,449996948242
"EXT414";"GL";"Globe Life";"EXTANJERA";138,080001831055
"EXT415";"EPAM";"EPAM Systems";"EXTANJERA";220,440002441406
"EXT416";"LH";"Labcorp";"EXTANJERA";267,380004882812
"EXT417";"FRT";"Federal Realty";"EXTANJERA";101,569999694824
"EXT418";"PH";"Parker-Hannifin";"EXTANJERA";933,049987792969
"EXT419";"BLK";"BlackRock";"EXTANJERA";1121,5400390625
"EXT420";"MPWR";"Monolithic Power Systems";"EXTANJERA";1068,14001464844
"EXT421";"WST";"West Pharmaceutical Services";"EXTANJERA";241,399993896484
"EXT422";"CINF";"Cincinnati Financial";"EXTANJERA";157,979995727539
"EXT423";"ROP";"Roper Technologies";"EXTANJERA";408,670013427734
"EXT424";"DPZ";"Domino's Pizza";"EXTANJERA";413,910003662109
"EXT425";"JKHY";"Jack Henry & Associates";"EXTANJERA";182,940002441406
"EXT426";"AVY";"Avery Dennison";"EXTANJERA";188,309997558594
"EXT427";"URI";"United Rentals";"EXTANJERA";911,159973144531
"EXT428";"AXON";"Axon Enterprise";"EXTANJERA";605,070007324219
"EXT429";"WTW";"Willis Towers Watson";"EXTANJERA";322
"EXT430";"IEX";"IDEX Corporation";"EXTANJERA";195,240005493164
