"ID_CLIENTE";"TIPO_EXTRACCION";"FECHA_ENCUESTA";"ID_PREFERENCIAS"
"2174-97";"RISK_WEB";2025-03-05;"LOC18;EXT67;LOC1;LOC19;LOC10;LOC9;LOC13;LOC38;LOC2;LOC47"
"1749-98";"RISK_WEB";2025-07-16;"LOC5;EXT21;LOC17;LOC10;LOC46;LOC18"
"6858-97";"RISK_WEB";2024-12-02;"LOC18;EXT8;EXT2;EXT50;EXT3;EXT19;EXT13;LOC6;LOC9;LOC34"
"6660-19";"RISK_WEB";2024-11-12;"EXT9;LOC1;EXT16;LOC32;EXT13;EXT4;EXT7;LOC14;EXT97;LOC10"
"6572-31";"RISK_WEB";2024-04-17;"LOC45;LOC27;EXT11;EXT5;LOC8;LOC19;LOC4;LOC15;EXT7;LOC9"
"9288-90";"RISK_WEB";2025-11-28;"LOC10;LOC3;LOC49;LOC12;EXT42"
"3818-46";"RISK_WEB";2025-10-10;"EXT3;EXT17;EXT6;EXT87;EXT11;EXT1;LOC48;EXT5"
"7610-64";"RISK_WEB";2025-06-21;"EXT19;LOC12;LOC1;EXT6;EXT2;LOC36"
"6066-59";"RISK_WEB";2024-12-05;"EXT4;LOC14;EXT9;EXT12;EXT1;EXT26;EXT13;LOC6"
"1659-25";"RISK_WEB";2025-02-17;"LOC46;LOC1;EXT20;LOC16;LOC5;EXT3;EXT1"
"7628-70";"RISK_WEB";2024-07-02;"EXT8;EXT5;LOC8;LOC38;LOC6;LOC9;LOC18;EXT16;LOC37;LOC16"
"6695-78";"RISK_WEB";2024-07-12;"LOC33;LOC15;LOC1;EXT3;LOC20;EXT4;EXT72;LOC43;EXT11;LOC3"
"2795-18";"RISK_WEB";2025-07-04;"EXT2;EXT14;EXT12;EXT21;LOC15;EXT7;EXT1;LOC42;LOC2;LOC5"
"5908-37";"RISK_WEB";2024-06-05;"LOC2;LOC19;EXT19;LOC11;LOC9;LOC27;EXT5;LOC39;LOC10;LOC50"
"1345-37";"RISK_WEB";2025-01-15;"LOC10;EXT1;EXT17;LOC26;LOC12;LOC11;LOC49;LOC6;EXT5"
"9201-36";"RISK_WEB";2025-05-04;"LOC12;LOC48;LOC43;LOC46;LOC15;LOC2;LOC9;LOC13;LOC5;LOC10"
"5619-77";"RISK_WEB";2025-08-21;"LOC15;LOC50;LOC3;EXT6;LOC14;LOC6;LOC38;EXT12;LOC5;LOC24"
"8997-83";"RISK_WEB";2025-03-03;"EXT18;LOC1;EXT59;EXT2;LOC16;LOC4;LOC21;EXT17;EXT4;LOC18"
"8121-37";"RISK_WEB";2025-10-08;"EXT12;EXT8;LOC6;LOC14;EXT19;EXT6;EXT58;EXT5;EXT7"
"9676-48";"RISK_WEB";2025-07-28;"EXT5;EXT1;LOC18;EXT12;LOC3"
"4340-80";"RISK_WEB";2025-12-19;"EXT2;LOC45;EXT13;EXT4"
"5556-39";"RISK_WEB";2025-08-08;"EXT11;LOC12;LOC6;EXT9"
"3826-18";"RISK_WEB";2024-02-14;"LOC12;LOC30;LOC6;LOC24;LOC19;EXT25;LOC44;LOC9;LOC8"
"9947-69";"RISK_WEB";2025-11-10;"LOC46;EXT20;EXT1;EXT14;EXT54;EXT4;EXT8"
"2610-31";"RISK_WEB";2024-05-22;"LOC28;LOC41;EXT8;LOC20;LOC35;LOC1;EXT20;LOC4;LOC9;LOC18"
"1955-16";"RISK_WEB";2024-10-20;"EXT13;LOC17;EXT6;LOC1"
"5861-69";"RISK_WEB";2025-07-06;"LOC31;LOC16;EXT1;LOC1;LOC8;EXT12"
"2012-92";"RISK_WEB";2025-05-27;"LOC13;LOC22;EXT20;LOC12;LOC38;EXT5;LOC8;LOC4;EXT9;LOC1"
"8798-22";"RISK_WEB";2024-07-30;"EXT7;EXT19;LOC10;LOC30;EXT2;LOC42;LOC14;LOC3;LOC15;LOC1"
"5699-68";"RISK_WEB";2024-08-31;"LOC13;LOC39;LOC11;EXT14;EXT4;EXT83;EXT17;LOC10;EXT6;LOC4"
"8011-38";"RISK_WEB";2025-01-08;"LOC14;EXT9;LOC20;EXT1;EXT48;LOC47;EXT14;LOC6;LOC7;LOC25"
"6129-45";"RISK_WEB";2025-11-14;"LOC14;LOC10;EXT12;LOC44;LOC48;LOC1;EXT1;LOC7;LOC20;LOC37"
"7033-16";"RISK_WEB";2024-12-29;"LOC39;LOC5;LOC14;LOC9;LOC25;LOC6;LOC1;LOC17;LOC20;EXT36"
"7981-48";"RISK_WEB";2024-02-15;"LOC48;LOC6;EXT10;EXT16;EXT9;EXT13;LOC19;EXT4;EXT79;LOC4"
"1644-49";"RISK_WEB";2025-08-23;"EXT41;LOC12;LOC10"
"1906-50";"RISK_WEB";2024-06-27;"LOC4;EXT8;LOC50;LOC15;LOC20;LOC9;LOC6;EXT15;LOC38"
"1624-90";"RISK_WEB";2025-06-09;"EXT12;LOC30;EXT5"
"1792-72";"RISK_WEB";2025-09-06;"EXT23;LOC13;EXT1;LOC46;LOC19;EXT7;LOC3;EXT11;LOC7"
"9467-82";"RISK_WEB";2025-09-12;"LOC17;LOC4;LOC26;LOC2;LOC37;LOC48;LOC15;LOC6;LOC8;LOC12"
"1204-67";"RISK_WEB";2024-09-16;"LOC13;LOC4;LOC16;LOC6;LOC10;LOC2;LOC31;LOC24;LOC12;LOC22"
"1969-19";"RISK_WEB";2025-02-25;"EXT16;LOC7;EXT4;LOC44;LOC14"
"2791-29";"RISK_WEB";2024-05-02;"EXT77;EXT15;LOC11;EXT6;EXT2;LOC2;EXT10;EXT4;EXT20"
"1766-33";"RISK_WEB";2024-04-11;"EXT17;LOC20;LOC10;LOC2;LOC38;EXT10;EXT35;EXT3"
"3307-91";"RISK_WEB";2025-01-10;"LOC9;LOC6;LOC18;LOC46;EXT76"
"3124-60";"RISK_WEB";2024-11-18;"LOC45;LOC8;LOC20;EXT10;LOC4;LOC15;LOC39;EXT17;LOC35;LOC6"
"7465-53";"RISK_WEB";2024-11-12;"LOC17;LOC4;LOC37;LOC42;LOC20;EXT10;LOC7;EXT20;LOC6;EXT7"
"3242-28";"RISK_WEB";2025-06-12;"LOC15;LOC32;LOC13;LOC4;EXT1;LOC10;EXT13;EXT10;LOC39;LOC6"
"4385-12";"RISK_WEB";2024-06-20;"LOC6;LOC14;LOC3;LOC43;LOC11;LOC7;LOC13;LOC35;LOC25;LOC1"
"9281-72";"RISK_WEB";2025-10-01;"LOC26;EXT17;LOC4;EXT5;LOC35;LOC3;LOC2;LOC14;LOC11"
"6218-72";"RISK_WEB";2024-05-25;"LOC6;LOC24;LOC1;LOC13;EXT4;LOC17;LOC26;LOC46;EXT12;LOC4"
"1119-12";"RISK_WEB";2024-06-21;"EXT19;EXT7;LOC12;EXT8;LOC21;EXT49;LOC13;LOC6;LOC4;EXT17"
"6076-24";"RISK_WEB";2024-05-27;"EXT15;LOC2;LOC16;LOC5;LOC14;EXT1;LOC45;EXT7;LOC30;EXT83"
"3513-35";"RISK_WEB";2024-09-25;"EXT13;EXT19;LOC7;LOC4;EXT31;EXT2;LOC12;LOC18;LOC23;EXT10"
"6937-94";"RISK_WEB";2024-10-12;"LOC47;LOC10;LOC16;EXT11;LOC11;LOC2;EXT4;LOC44;LOC8"
"9375-61";"RISK_WEB";2024-06-09;"LOC48;EXT2;EXT17"
"5149-79";"RISK_WEB";2024-02-03;"LOC47;LOC6;LOC2;LOC39;LOC31;EXT3;EXT18;LOC16;LOC12;LOC1"
"7380-80";"RISK_WEB";2025-02-04;"LOC15;LOC9;EXT54"
"3364-62";"RISK_WEB";2025-04-04;"LOC3;LOC37;LOC12;LOC36;EXT16;LOC4;LOC40;EXT6;LOC17;LOC2"
"7831-99";"RISK_WEB";2024-06-19;"EXT5;EXT1;EXT8;EXT86;EXT15;LOC32;LOC20;EXT16;EXT9;LOC6"
"2771-56";"RISK_WEB";2024-04-03;"EXT74;EXT28;EXT3;EXT18;EXT20;LOC45;EXT2;EXT7;EXT17;EXT8"
"8487-93";"RISK_WEB";2025-05-01;"EXT12;EXT6;LOC3;LOC6;LOC30;LOC34;LOC11;LOC15;LOC4;LOC37"
"1170-34";"RISK_WEB";2024-04-22;"LOC6;LOC17;LOC1;LOC15;LOC46;LOC44;LOC16;LOC2;EXT44;LOC5"
"1654-16";"RISK_WEB";2024-07-25;"LOC15;LOC8;LOC2;LOC47;LOC34;LOC13;LOC1;LOC35;EXT20;EXT8"
"4381-18";"RISK_WEB";2025-11-11;"LOC7;EXT10;EXT4;EXT23;LOC19;LOC11;LOC37;EXT17;LOC5;LOC22"
"1635-15";"RISK_WEB";2024-05-23;"EXT10;LOC14;LOC21;LOC5;LOC17;LOC37;LOC4;EXT15;LOC27;LOC1"
"3418-75";"RISK_WEB";2025-02-14;"LOC2;LOC7;LOC4;LOC9;LOC15;LOC42;LOC19;EXT94;LOC12;LOC35"
"7422-20";"RISK_WEB";2024-06-02;"LOC2;EXT12;EXT14;EXT5;EXT26;EXT9;LOC14;LOC39;LOC9;EXT2"
"5559-49";"RISK_WEB";2024-06-19;"LOC18;LOC33;LOC28;LOC17;LOC45;LOC3;LOC1;LOC8;LOC4;LOC12"
"2822-44";"RISK_WEB";2024-11-15;"LOC1;LOC17;LOC14;EXT41;EXT9;LOC28;LOC4;EXT1;EXT13;LOC31"
"3103-70";"RISK_WEB";2025-12-04;"EXT6;EXT2;LOC12;EXT11;LOC5;EXT13;LOC6;EXT9;LOC33;EXT47"
"6857-35";"RISK_WEB";2025-04-03;"LOC11;LOC19;LOC6;LOC3;LOC24;EXT62;LOC9;LOC18;LOC4;LOC21"
"9362-29";"RISK_WEB";2025-01-04;"LOC22;EXT3;LOC2;LOC42;LOC6;LOC11;LOC20;EXT12;EXT2;LOC1"
"7776-63";"RISK_WEB";2025-05-13;"LOC28;EXT36"
"2619-40";"RISK_WEB";2025-02-08;"LOC14;LOC1;EXT51;LOC18;LOC10;LOC28;LOC5;LOC46;LOC19;LOC3"
"5178-19";"RISK_WEB";2025-09-16;"LOC36;LOC25;LOC19;LOC9;LOC18;LOC14;LOC27;LOC7;LOC1;LOC10"
"7475-50";"RISK_WEB";2024-06-11;"LOC43;LOC16;LOC7;LOC18;LOC2;LOC10;LOC44;EXT100;LOC4;LOC19"
"2203-37";"RISK_WEB";2024-11-20;"LOC5;LOC2;EXT3;LOC48;LOC42;EXT16;LOC18;LOC16;LOC6"
"1987-79";"RISK_WEB";2024-08-07;"EXT3;LOC44;LOC5;LOC20;EXT9;LOC17;LOC10;EXT36;EXT18"
"3582-91";"RISK_WEB";2024-12-29;"EXT10;LOC11;EXT13;LOC4;EXT2;EXT31;EXT4;LOC49;EXT14"
"2122-91";"RISK_WEB";2024-04-07;"LOC35;LOC12;LOC4;LOC44;LOC8;LOC10;LOC20;LOC37;LOC13;LOC9"
"7230-63";"RISK_WEB";2025-11-17;"LOC5;LOC18;EXT17;EXT7;EXT2"
"7685-15";"RISK_WEB";2025-11-09;"EXT7;LOC4;LOC7;LOC34;EXT18;LOC2;LOC42;LOC48;LOC20;LOC15"
"1307-74";"RISK_WEB";2025-09-06;"EXT20;LOC18;LOC10;EXT4;LOC20;LOC2;LOC29;LOC21;LOC8;LOC24"
"8930-93";"RISK_WEB";2024-09-22;"EXT5;LOC46;EXT34;LOC14;LOC21;LOC6;LOC13;EXT14;LOC8;EXT8"
"1477-82";"RISK_WEB";2025-09-21;"EXT14;LOC32;LOC24;LOC7;LOC17;LOC12;LOC8;LOC4;EXT6;LOC27"
"5298-87";"RISK_WEB";2024-04-15;"EXT14;EXT87;LOC8;EXT3;LOC12;EXT5"
"8010-50";"RISK_WEB";2024-11-11;"LOC32;LOC42;LOC17;LOC2;EXT2;LOC8;EXT4;EXT17;LOC5;LOC16"
"5472-62";"RISK_WEB";2025-02-03;"EXT20;EXT1;EXT5;LOC12;EXT82;LOC46;LOC2;EXT10;EXT8;EXT14"
"1562-36";"RISK_WEB";2024-11-05;"LOC5;EXT3;EXT11;LOC19;EXT8;LOC18;LOC8;EXT16;LOC34;EXT53"
"7451-99";"RISK_WEB";2024-02-24;"LOC6;EXT17;LOC13;EXT14;EXT34;EXT4;EXT9"
"9442-72";"RISK_WEB";2025-03-08;"LOC1;LOC11;LOC21;LOC15;LOC8;LOC14;LOC9;LOC28;LOC6;LOC44"
"8050-81";"RISK_WEB";2024-08-19;"LOC15;EXT47;EXT3;LOC17;EXT9;LOC47;LOC50;LOC1;EXT11;LOC9"
"1648-20";"RISK_WEB";2025-12-11;"LOC3;LOC6;LOC18;LOC8;LOC34;EXT15;LOC16;LOC31;EXT7"
"5941-82";"RISK_WEB";2025-07-15;"EXT8;EXT5;LOC38;EXT15;EXT12;EXT1;EXT75"
"4515-64";"RISK_WEB";2024-06-02;"LOC4;LOC50;LOC3;LOC12;LOC10;LOC43;LOC1;LOC18;LOC28;LOC13"
"5516-56";"RISK_WEB";2025-08-26;"LOC29;EXT20;EXT12;LOC10;EXT7;LOC17;EXT3;EXT4;LOC1;EXT56"
"1557-76";"RISK_WEB";2024-01-16;"LOC3;EXT95;EXT8;LOC42;EXT9;EXT18;LOC10;LOC16"
"9977-88";"RISK_WEB";2024-08-26;"LOC44;LOC20;LOC12;LOC31;LOC28;LOC5;LOC10;LOC13;LOC6;LOC2"
"2959-33";"RISK_WEB";2025-11-20;"EXT3;LOC9;EXT4;EXT23;EXT58;EXT5;EXT8;EXT12;LOC19;EXT19"
"4677-16";"RISK_WEB";2024-12-28;"LOC38;LOC43;LOC6;LOC4;LOC15;LOC10;LOC17;LOC2;LOC18;LOC35"
"2389-26";"RISK_WEB";2025-02-13;"EXT13;EXT9;LOC37;LOC6;LOC15;EXT12;LOC11;LOC9;EXT2;EXT92"
"3303-10";"RISK_WEB";2025-05-26;"EXT69;LOC15;LOC4"
"3953-98";"RISK_WEB";2025-05-03;"EXT3;LOC43;LOC6;LOC21;LOC3;LOC16;LOC9;EXT18;LOC19;EXT9"
"8888-89";"RISK_WEB";2025-06-04;"EXT31;LOC9;LOC21;LOC14;LOC26;LOC13;LOC6;LOC4;LOC11;LOC1"
"9922-84";"RISK_WEB";2025-03-11;"EXT8;LOC20;EXT11;EXT19;LOC19;LOC8;LOC4;EXT2;LOC26;EXT36"
"4682-39";"RISK_WEB";2024-10-14;"LOC36;LOC4;LOC16;LOC2;LOC11;LOC5;LOC12;LOC7;LOC48;LOC23"
"5555-86";"RISK_WEB";2024-12-02;"EXT18;LOC8;LOC18;EXT1;LOC15;LOC29;LOC5;EXT25;LOC28;EXT8"
"2700-31";"RISK_WEB";2025-01-10;"LOC6;EXT15;LOC12;EXT10;EXT4"
"1077-58";"RISK_WEB";2024-04-10;"EXT68;LOC41"
"1123-78";"RISK_WEB";2025-11-09;"LOC17;LOC9;EXT19;LOC43;EXT76;EXT3;EXT7"
"9118-26";"RISK_WEB";2024-10-05;"EXT8;LOC45;EXT16;EXT9;EXT90"
"8302-37";"RISK_WEB";2024-11-16;"LOC15;LOC10;LOC31;EXT18;EXT10"
"7997-95";"RISK_WEB";2024-10-05;"EXT18;EXT2;EXT6;EXT43;EXT7;LOC15;EXT20;LOC3;LOC29;EXT10"
"9827-86";"RISK_WEB";2024-03-05;"EXT17;LOC50;EXT1"
"9953-17";"RISK_WEB";2024-05-24;"EXT1;LOC13;LOC6;EXT20;LOC20;LOC1;LOC44;EXT9;LOC3;LOC37"
"5895-80";"RISK_WEB";2024-05-16;"EXT5;LOC13;LOC2;LOC41;EXT7;EXT11"
"8658-71";"RISK_WEB";2025-09-11;"EXT19;LOC9;LOC10;EXT8;LOC29;EXT3;LOC19;LOC32;LOC14;LOC6"
"3847-62";"RISK_WEB";2024-05-21;"LOC16;EXT42;LOC1;LOC50;LOC5;LOC12"
"5452-62";"RISK_WEB";2024-03-31;"LOC20;LOC10;LOC2;LOC17;LOC22;LOC38;LOC5;LOC34;LOC13;LOC9"
"7803-68";"RISK_WEB";2025-06-11;"LOC12;EXT91;LOC5"
"1168-71";"RISK_WEB";2025-09-25;"LOC4;EXT78;LOC17;LOC19;LOC8;EXT15;EXT3;EXT9;LOC49;LOC32"
"9809-90";"RISK_WEB";2024-10-24;"LOC14;LOC6;EXT73;LOC47;LOC27;LOC13;LOC8;LOC4;LOC11;LOC3"
"4276-48";"RISK_WEB";2025-06-29;"LOC25;EXT8;EXT2;EXT11"
"5102-58";"RISK_WEB";2024-10-18;"LOC35;EXT1;LOC9;LOC5;EXT12;LOC11;LOC34;LOC28;LOC10;LOC16"
"2567-85";"RISK_WEB";2025-11-29;"LOC36;LOC4;LOC19;EXT10;EXT9;LOC9;EXT11;LOC20;LOC7;LOC39"
"3749-13";"RISK_WEB";2024-08-05;"EXT2;EXT1;LOC33;LOC11;LOC25;LOC2;LOC12;EXT17;LOC7;LOC4"
"3770-64";"RISK_WEB";2024-03-24;"EXT4;LOC7;EXT19;EXT62;EXT13;EXT2;LOC14;EXT8"
"5413-44";"RISK_WEB";2024-08-12;"LOC44;LOC14;LOC4;LOC1;LOC26;LOC35;LOC5;LOC8;LOC12;LOC18"
"7336-94";"RISK_WEB";2024-10-15;"LOC3;EXT15;EXT6;EXT4;LOC11;EXT42"
"7701-72";"RISK_WEB";2025-03-08;"EXT7;LOC32;EXT3;LOC8;LOC1;LOC17;EXT13"
"6764-44";"RISK_WEB";2025-01-26;"LOC1;LOC12;LOC9;LOC46;LOC7;LOC13;LOC27;LOC22;LOC3;LOC17"
"9496-50";"RISK_WEB";2025-02-02;"EXT19;EXT16;LOC9;EXT8;EXT6;LOC23;EXT30;LOC18;EXT10"
"1088-45";"RISK_WEB";2024-08-14;"LOC15;EXT17;LOC36;LOC4;EXT2;LOC3;LOC2;LOC30;LOC19"
"5540-92";"RISK_WEB";2024-11-05;"EXT3;EXT2;EXT11;LOC35"
"6611-30";"RISK_WEB";2025-01-02;"LOC37;LOC22;LOC9;LOC10;LOC15;LOC6;LOC13;LOC3;LOC16;LOC49"
"5461-42";"RISK_WEB";2025-01-22;"LOC4;EXT6;LOC16;EXT17"
"3437-67";"RISK_WEB";2025-10-05;"EXT16;EXT10;EXT81;LOC25;EXT1"
"1613-27";"RISK_WEB";2025-01-02;"EXT12;LOC1;LOC20;LOC10;LOC18;LOC32;EXT9;EXT7;EXT80"
"5403-36";"RISK_WEB";2025-05-25;"EXT48;LOC11;LOC2;LOC15;LOC12;LOC4;LOC10;LOC6;LOC36;LOC42"
"2571-46";"RISK_WEB";2025-07-17;"LOC10;EXT5;LOC3;LOC13;EXT6;LOC36;EXT13;EXT17;LOC19;EXT89"
"9320-13";"RISK_WEB";2025-11-20;"LOC10;LOC2;EXT75;LOC30;LOC13;LOC16;LOC38;LOC1;LOC5;LOC19"
"9023-52";"RISK_WEB";2024-09-05;"LOC28;EXT16;LOC4;LOC9;EXT35;EXT11;EXT1;LOC18;EXT10;LOC16"
"8330-62";"RISK_WEB";2024-08-26;"LOC10;LOC19;LOC48;EXT14;LOC6;EXT5;EXT2;EXT73;LOC38;LOC14"
"3001-78";"RISK_WEB";2024-05-25;"LOC45;EXT81;EXT2;EXT7;EXT20;EXT8;EXT6;EXT67;EXT17"
"2626-31";"RISK_WEB";2024-11-18;"LOC9;LOC40;EXT1;LOC8;LOC17;LOC33;LOC48;EXT15;LOC11;LOC4"
"2522-15";"RISK_WEB";2024-02-08;"EXT4;EXT12;EXT26;LOC34;EXT3;EXT7;EXT31;EXT19;EXT18;EXT2"
"5343-24";"RISK_WEB";2025-07-26;"LOC4;LOC19;EXT13;LOC5;LOC44;EXT1;LOC18"
"2442-84";"RISK_WEB";2024-03-31;"LOC38;LOC4;LOC23;LOC40;LOC19;EXT16;LOC1;LOC14;LOC3;EXT7"
"2728-66";"RISK_WEB";2024-03-19;"EXT9;EXT70;EXT18;LOC21;EXT3"
"2721-22";"RISK_WEB";2024-11-26;"LOC45;EXT9;EXT18;EXT37;EXT4"
"7543-11";"RISK_WEB";2024-06-28;"LOC3;LOC12;LOC34;EXT32"
"7399-71";"RISK_WEB";2024-03-19;"LOC6;LOC42;EXT10;LOC31;EXT5;EXT16;LOC20;LOC1;LOC7;LOC16"
"3617-26";"RISK_WEB";2024-04-09;"EXT85;LOC1;LOC17;LOC45"
"9288-58";"RISK_WEB";2024-01-01;"EXT8;EXT14;LOC21;LOC4;LOC5;LOC20;LOC31;LOC18;LOC8;LOC26"
"9032-99";"RISK_WEB";2025-06-12;"EXT4;LOC2;EXT7;EXT14;EXT13;EXT82;LOC5;LOC13;EXT10;LOC21"
"8812-59";"RISK_WEB";2024-07-08;"LOC5;LOC21;LOC4;LOC9;LOC8;LOC15;LOC17;LOC24;LOC13;LOC37"
"3828-18";"RISK_WEB";2025-02-26;"LOC35;LOC13;LOC2;LOC6;LOC34;LOC8;EXT3;LOC22;LOC12;EXT11"
"2703-59";"RISK_WEB";2024-09-15;"LOC19;LOC6;EXT9;LOC36;LOC30;EXT20;LOC4;EXT36;EXT3;LOC14"
"5629-58";"RISK_WEB";2025-11-02;"EXT86;LOC3;LOC40;LOC13;LOC49;LOC5;LOC45;LOC12;LOC2"
"7725-87";"RISK_WEB";2025-04-18;"EXT9;EXT100;EXT3;EXT16;LOC23"
"9986-59";"RISK_WEB";2024-02-12;"LOC34;LOC4;LOC26;LOC20;EXT18;EXT5;LOC6;LOC16;LOC1"
"1184-57";"RISK_WEB";2024-05-12;"LOC8;LOC16;EXT11;EXT7;LOC14;LOC27;EXT60;LOC10;LOC44;EXT4"
"3242-19";"RISK_WEB";2025-10-19;"LOC24;LOC17;LOC18;LOC6;LOC2;LOC8;EXT16;LOC43;EXT8;LOC21"
"5578-67";"RISK_WEB";2024-07-20;"LOC11;EXT15;LOC26;LOC16;LOC8;LOC6;LOC30;LOC37;EXT8;LOC2"
"4222-83";"RISK_WEB";2025-04-22;"LOC25;LOC7;LOC1;LOC14;LOC5;LOC29;LOC9;EXT33;LOC15;LOC12"
"2160-70";"RISK_WEB";2024-12-06;"LOC49;LOC6;LOC19;LOC10;LOC15;EXT53"
"8308-42";"RISK_WEB";2025-01-15;"EXT19;EXT17;EXT87;EXT4;LOC3;EXT9;EXT21;EXT1;EXT8;LOC14"
"4362-94";"RISK_WEB";2025-11-10;"LOC9;LOC14;LOC32;EXT30;EXT6;EXT19;LOC13;EXT3;LOC8;EXT15"
"5946-76";"RISK_WEB";2024-06-11;"LOC9;EXT4;EXT14;EXT3;EXT1;LOC16;EXT40;EXT12;EXT6;LOC49"
"6988-74";"RISK_WEB";2025-01-03;"EXT10;EXT17;EXT2;EXT48;LOC32;LOC8;LOC12"
"4171-29";"RISK_WEB";2024-08-24;"LOC46;LOC44;LOC3;LOC20;LOC19;LOC31;LOC5;LOC9;LOC12;LOC1"
"6700-80";"RISK_WEB";2025-10-16;"LOC27;LOC12;LOC30;LOC16;LOC6;LOC9;EXT93;LOC1;LOC20;LOC8"
"2950-81";"RISK_WEB";2024-05-24;"LOC8;EXT10;EXT17;EXT96;EXT6;EXT19;LOC19;EXT52;EXT2;EXT8"
"3483-72";"RISK_WEB";2025-08-03;"LOC1;LOC6;LOC10;LOC44;LOC16;LOC15;LOC13;LOC8;EXT56;LOC40"
"6307-16";"RISK_WEB";2025-03-25;"EXT6;EXT9;LOC1;EXT18;EXT66;EXT8;EXT13;EXT70;LOC20;EXT7"
"6331-79";"RISK_WEB";2024-06-06;"EXT19;LOC17;LOC24;LOC30;LOC1;LOC12;LOC25;EXT10;LOC2;LOC9"
"1915-96";"RISK_WEB";2024-11-17;"EXT6;EXT8;EXT98;EXT15;EXT3;LOC16;EXT16;LOC2;LOC37;EXT4"
"9655-85";"RISK_WEB";2024-11-09;"EXT3;LOC45;EXT72;EXT11;EXT16;LOC19;EXT5;LOC9;EXT9;EXT4"
"9624-57";"RISK_WEB";2025-08-11;"EXT9;LOC5;EXT8;EXT19;LOC10;LOC50;LOC20;LOC13;EXT15;EXT51"
"6745-66";"RISK_WEB";2025-02-03;"EXT4;EXT2;LOC2;LOC13;EXT13;EXT79;EXT18;LOC23;LOC5;EXT3"
"5595-53";"RISK_WEB";2025-02-11;"LOC11;EXT27;LOC16;LOC25;LOC6;LOC8;LOC15;LOC9;LOC22;LOC3"
"1306-57";"RISK_WEB";2025-08-18;"EXT6;LOC2;EXT13;LOC38;EXT19;LOC11;EXT4;LOC1;EXT51;LOC17"
"8720-50";"RISK_WEB";2025-12-30;"EXT18;EXT9;LOC1;LOC36;LOC39;LOC33;LOC15;LOC6;LOC11;LOC2"
"7752-20";"RISK_WEB";2024-08-02;"LOC17;LOC46;LOC22;LOC10;LOC5;LOC9;LOC21;LOC14;LOC15;LOC2"
"5309-38";"RISK_WEB";2024-02-06;"EXT20;LOC17;LOC41;EXT6;LOC12;EXT9;EXT92;EXT17;LOC4;LOC10"
"7388-91";"RISK_WEB";2024-06-21;"LOC6;LOC7;LOC47;LOC5;LOC14;EXT25;LOC8;LOC45;LOC20;LOC19"
"3636-76";"RISK_WEB";2025-03-17;"LOC25;LOC44;LOC20;LOC2;LOC17;EXT20;LOC1;EXT10"
"7727-19";"RISK_WEB";2025-10-12;"LOC8;EXT9;LOC14;LOC46;EXT17;LOC19;LOC7;LOC3;EXT8;LOC42"
"4592-77";"RISK_WEB";2025-12-30;"LOC4;LOC46;LOC44;LOC3;LOC48;LOC1;LOC6;LOC19;LOC16;LOC20"
"1369-47";"RISK_WEB";2024-02-08;"LOC8;LOC17;LOC10;EXT2;LOC44;LOC20;EXT19"
"8781-74";"RISK_WEB";2024-02-25;"LOC19;EXT4;LOC49;LOC10;EXT54;LOC16;LOC8;EXT16;EXT12;EXT9"
"2374-75";"RISK_WEB";2024-05-20;"LOC50;LOC10;LOC15;EXT5;LOC14;EXT17;LOC8;EXT4;LOC40;LOC5"
"9412-60";"RISK_WEB";2025-09-20;"LOC27;LOC9;EXT7;EXT16;LOC5;LOC18;EXT11;LOC19;EXT10;EXT57"
"1792-80";"RISK_WEB";2024-10-28;"LOC10;EXT11;LOC18;EXT6;LOC11;EXT20;LOC7;EXT25;EXT8;LOC32"
"4634-47";"RISK_WEB";2024-11-21;"LOC4;LOC35;LOC29;LOC14;LOC8;LOC2;LOC17;LOC10;EXT98;LOC12"
"2202-84";"RISK_WEB";2025-03-21;"LOC38;EXT6;LOC8;EXT39;EXT18;EXT8;LOC14"
"6802-46";"RISK_WEB";2024-05-18;"EXT17;EXT75;LOC41;LOC18;LOC4;EXT11;LOC3;EXT3;EXT7;EXT5"
"1897-90";"RISK_WEB";2025-01-12;"EXT9;EXT6;EXT14;LOC16;EXT85;EXT16;LOC2;EXT10;LOC35;EXT1"
"1941-24";"RISK_WEB";2025-05-25;"LOC1;EXT1;EXT5;EXT12;EXT14;EXT4;LOC19;LOC48;EXT7;EXT77"
"6083-60";"RISK_WEB";2025-09-06;"LOC6;EXT8;LOC44;EXT18;EXT9;EXT4;EXT6;EXT13;LOC16;EXT59"
"7073-87";"RISK_WEB";2024-08-28;"EXT71;LOC9;LOC1;LOC11;LOC8;LOC16;LOC12;LOC42;LOC22;LOC10"
"6161-20";"RISK_WEB";2025-04-14;"EXT96;EXT1;LOC2;LOC6;LOC14;EXT14;EXT9;LOC24;EXT20;EXT8"
"2933-44";"RISK_WEB";2025-12-13;"EXT7;EXT3;EXT16;EXT92;LOC49;EXT5;EXT12"
"5429-60";"RISK_WEB";2025-04-06;"LOC2;LOC19;LOC3;LOC11;LOC9;LOC36;LOC1;LOC37;LOC38;LOC15"
"2610-47";"RISK_WEB";2024-04-15;"LOC20;LOC10;LOC19;LOC7;LOC4;LOC24;LOC23;EXT9;EXT4;EXT14"
"1856-38";"RISK_WEB";2025-10-28;"EXT5;EXT1;EXT93;EXT10;EXT20;EXT14;EXT80;EXT2;LOC44"
